transaction_id,customer_id,receiver_id, amount ,transaction_date,transaction_time,device_type,status,is_fraud,day_type
TXN00244,CUST0192,RECV0022,613.21,09-02-2026,07:39:59,ANDROID,SUCCESSFUL,0,Weekday
TXN00245,CUST0008,RECV0029,90.38,29-03-2026,00:21:13,IOS,SUCCESSFUL,0,Weekend
TXN00246,CUST0105,RECV0067,1291.07,20-05-2026,23:09:44,WEB,SUCCESSFUL,0,Weekday
TXN00247,CUST0193,RECV0135,2234.54,30-05-2026,06:50:44,IOS,SUCCESSFUL,1,Weekend
TXN00248,CUST0239,RECV0018,3254.1,17-06-2026,21:54:58,IOS,SUCCESSFUL,0,Weekday
TXN00249,CUST0010,RECV0099,712.13,16-03-2026,16:45:06,IOS,SUCCESSFUL,0,Weekday
TXN00250,CUST0046,RECV0088,3100.85,17-02-2026,00:02:15,WEB,SUCCESSFUL,0,Weekday
TXN00251,CUST0171,RECV0041,17912.14,06-05-2026,20:19:15,IOS,SUCCESSFUL,1,Weekday
TXN00252,CUST0142,RECV0100,216.61,16-01-2026,17:17:14,ANDROID,SUCCESSFUL,0,Weekday
TXN00253,CUST0071,RECV0134,2874.82,23-01-2026,20:43:14,WEB,SUCCESSFUL,0,Weekday
TXN00254,CUST0079,RECV0085,1654.68,20-04-2026,06:41:08,ANDROID,SUCCESSFUL,0,Weekday
TXN00255,CUST0104,RECV0118,1227.23,05-02-2026,13:58:49,ANDROID,SUCCESSFUL,0,Weekday
TXN00256,CUST0081,RECV0013,1032.17,23-03-2026,05:20:53,ANDROID,SUCCESSFUL,0,Weekday
TXN00257,CUST0016,RECV0106,2814.04,23-03-2026,14:47:59,IOS,SUCCESSFUL,0,Weekday
TXN00258,CUST0141,RECV0028,2927.48,08-02-2026,19:17:38,WEB,SUCCESSFUL,1,Weekend
TXN00259,CUST0119,RECV0092,9157.45,01-03-2026,16:54:38,ANDROID,SUCCESSFUL,1,Weekend
TXN00260,CUST0192,RECV0126,4252.29,17-02-2026,06:14:02,ANDROID,SUCCESSFUL,0,Weekday
TXN00261,CUST0139,RECV0026,1778.74,16-04-2026,02:11:59,ANDROID,SUCCESSFUL,0,Weekday
TXN00262,CUST0251,RECV0088,7133.78,26-06-2026,12:49:02,IOS,SUCCESSFUL,0,Weekday
TXN00263,CUST0161,RECV0147,1736.09,11-04-2026,20:56:45,WEB,SUCCESSFUL,0,Weekend
TXN00264,CUST0056,RECV0011,1872.27,26-04-2026,16:34:25,ANDROID,SUCCESSFUL,0,Weekend
TXN00265,CUST0237,RECV0014,221.74,12-02-2026,14:53:41,ANDROID,SUCCESSFUL,0,Weekday
TXN00266,CUST0257,RECV0012,2382.94,29-01-2026,17:08:25,WEB,SUCCESSFUL,0,Weekday
TXN00267,CUST0013,RECV0052,1477.13,15-02-2026,08:20:44,ANDROID,SUCCESSFUL,0,Weekend
TXN00268,CUST0084,RECV0118,1129.09,01-02-2026,02:33:45,IOS,SUCCESSFUL,0,Weekend
TXN00269,CUST0082,RECV0012,4393.75,07-04-2026,18:55:42,IOS,SUCCESSFUL,0,Weekday
TXN00270,CUST0075,RECV0014,686.78,15-02-2026,23:49:28,IOS,SUCCESSFUL,0,Weekend
TXN00271,CUST0061,RECV0001,1384.7,03-02-2026,00:29:31,IOS,SUCCESSFUL,0,Weekday
TXN00272,CUST0003,RECV0061,2203.06,05-06-2026,15:29:26,WEB,SUCCESSFUL,0,Weekday
TXN00273,CUST0004,RECV0072,2915.51,04-03-2026,06:03:11,WEB,SUCCESSFUL,0,Weekday
TXN00274,CUST0179,RECV0073,1156.96,10-01-2026,09:21:58,WEB,SUCCESSFUL,0,Weekend
TXN00275,CUST0234,RECV0010,5638.85,29-05-2026,12:52:04,IOS,SUCCESSFUL,1,Weekday
TXN00276,CUST0034,RECV0032,173.36,16-03-2026,10:33:26,IOS,SUCCESSFUL,0,Weekday
TXN00277,CUST0148,RECV0082,1795.47,20-04-2026,19:22:59,WEB,SUCCESSFUL,0,Weekday
TXN00278,CUST0255,RECV0128,818.26,14-05-2026,19:14:45,ANDROID,SUCCESSFUL,0,Weekday
TXN00279,CUST0001,RECV0026,472.32,31-01-2026,06:51:39,WEB,SUCCESSFUL,0,Weekend
TXN00280,CUST0024,RECV0026,1610,27-03-2026,06:44:18,WEB,SUCCESSFUL,0,Weekday
TXN00281,CUST0158,RECV0083,802.2,18-03-2026,21:21:21,ANDROID,SUCCESSFUL,0,Weekday
TXN00282,CUST0015,RECV0145,1437.08,14-02-2026,15:51:02,IOS,SUCCESSFUL,0,Weekend
TXN00283,CUST0080,RECV0138,1159.53,10-06-2026,13:59:47,IOS,SUCCESSFUL,0,Weekday
TXN00284,CUST0154,RECV0081,1632.04,25-05-2026,06:36:43,ANDROID,SUCCESSFUL,0,Weekday
TXN00285,CUST0034,RECV0073,970.39,08-02-2026,20:34:53,IOS,SUCCESSFUL,0,Weekend
TXN00286,CUST0200,RECV0079,2203.21,17-02-2026,22:02:17,IOS,SUCCESSFUL,0,Weekday
TXN00287,CUST0122,RECV0078,407.36,06-04-2026,05:07:23,IOS,SUCCESSFUL,0,Weekday
TXN00288,CUST0048,RECV0124,2196.28,24-04-2026,06:21:59,ANDROID,SUCCESSFUL,0,Weekday
TXN00289,CUST0159,RECV0087,1004.81,25-03-2026,21:08:13,WEB,SUCCESSFUL,0,Weekday
TXN00290,CUST0199,RECV0034,3783.2,14-05-2026,19:55:05,WEB,SUCCESSFUL,0,Weekday
TXN00291,CUST0053,RECV0080,4083.1,14-05-2026,06:20:12,WEB,SUCCESSFUL,1,Weekday
TXN00292,CUST0164,RECV0070,6558.82,23-04-2026,03:00:39,IOS,SUCCESSFUL,0,Weekday
TXN00293,CUST0106,RECV0082,1708.05,19-05-2026,09:36:15,WEB,SUCCESSFUL,0,Weekday
TXN00294,CUST0174,RECV0034,1673.56,19-05-2026,03:24:03,ANDROID,SUCCESSFUL,1,Weekday
TXN00295,CUST0092,RECV0115,3154.63,02-06-2026,10:52:12,IOS,SUCCESSFUL,0,Weekday
TXN00296,CUST0041,RECV0024,811.84,30-04-2026,14:06:29,WEB,SUCCESSFUL,0,Weekday
TXN00297,CUST0239,RECV0148,2695.1,01-05-2026,11:25:11,IOS,SUCCESSFUL,1,Weekday
TXN00298,CUST0170,RECV0008,108.18,25-03-2026,11:30:29,ANDROID,SUCCESSFUL,0,Weekday
TXN00299,CUST0179,RECV0131,1482.18,04-06-2026,03:20:35,WEB,SUCCESSFUL,0,Weekday
TXN00300,CUST0237,RECV0062,1426.06,13-04-2026,05:30:24,WEB,SUCCESSFUL,0,Weekday
TXN00301,CUST0221,RECV0088,842.08,22-04-2026,05:42:42,ANDROID,SUCCESSFUL,0,Weekday
TXN00302,CUST0250,RECV0119,4093.46,30-01-2026,14:11:19,ANDROID,SUCCESSFUL,0,Weekday
TXN00303,CUST0056,RECV0098,298.08,25-06-2026,21:03:05,WEB,SUCCESSFUL,0,Weekday
TXN00304,CUST0001,RECV0116,771.13,07-02-2026,19:36:28,IOS,SUCCESSFUL,0,Weekend
TXN00305,CUST0163,RECV0078,748.39,18-03-2026,22:58:22,IOS,SUCCESSFUL,0,Weekday
TXN00306,CUST0005,RECV0104,224.3,06-06-2026,01:23:57,IOS,SUCCESSFUL,0,Weekend
TXN00307,CUST0001,RECV0092,1231.04,24-05-2026,00:15:27,IOS,SUCCESSFUL,0,Weekend
TXN00308,CUST0163,RECV0112,2145.31,08-04-2026,05:30:08,WEB,SUCCESSFUL,0,Weekday
TXN00309,CUST0185,RECV0026,2041.29,17-04-2026,00:09:46,WEB,SUCCESSFUL,1,Weekday
TXN00310,CUST0224,RECV0026,357.37,04-02-2026,22:38:59,IOS,SUCCESSFUL,0,Weekday
TXN00311,CUST0233,RECV0116,902.6,11-05-2026,05:27:38,ANDROID,FAILED,0,Weekday
TXN00312,CUST0122,RECV0013,54.68,09-05-2026,01:36:30,ANDROID,SUCCESSFUL,0,Weekend
TXN00313,CUST0247,RECV0118,3699.03,26-06-2026,14:33:05,IOS,SUCCESSFUL,0,Weekday
TXN00314,CUST0046,RECV0020,208.95,04-03-2026,18:19:39,WEB,SUCCESSFUL,0,Weekday
TXN00315,CUST0006,RECV0121,1687.12,01-05-2026,13:22:51,IOS,SUCCESSFUL,0,Weekday
TXN00316,CUST0019,RECV0078,7767.01,27-06-2026,08:03:40,WEB,SUCCESSFUL,0,Weekend
TXN00317,CUST0027,RECV0007,1434.46,18-06-2026,04:32:04,ANDROID,SUCCESSFUL,0,Weekday
TXN00318,CUST0130,RECV0071,4689.63,03-02-2026,23:07:38,ANDROID,SUCCESSFUL,0,Weekday
TXN00319,CUST0078,RECV0045,534.81,18-06-2026,07:31:11,WEB,SUCCESSFUL,0,Weekday
TXN00320,CUST0176,RECV0040,2618.48,22-01-2026,12:15:42,IOS,SUCCESSFUL,0,Weekday
TXN00321,CUST0086,RECV0089,2868.49,23-02-2026,01:10:29,ANDROID,SUCCESSFUL,1,Weekday
TXN00322,CUST0244,RECV0026,2344.66,17-05-2026,08:09:33,IOS,SUCCESSFUL,0,Weekend
TXN00323,CUST0148,RECV0081,165.86,25-04-2026,01:06:58,WEB,SUCCESSFUL,0,Weekend
TXN00324,CUST0222,RECV0070,337.75,06-06-2026,03:16:41,IOS,SUCCESSFUL,0,Weekend
TXN00325,CUST0124,RECV0050,307.13,22-06-2026,22:11:20,WEB,SUCCESSFUL,0,Weekday
TXN00326,CUST0005,RECV0087,2141.75,18-01-2026,14:22:14,WEB,SUCCESSFUL,0,Weekend
TXN00327,CUST0099,RECV0087,9138.29,09-01-2026,19:40:07,ANDROID,SUCCESSFUL,1,Weekday
TXN00328,CUST0045,RECV0026,2542.57,04-06-2026,18:51:11,WEB,SUCCESSFUL,0,Weekday
TXN00329,CUST0095,RECV0026,105.7,06-03-2026,14:59:17,WEB,SUCCESSFUL,0,Weekday
TXN00330,CUST0166,RECV0087,3684.24,07-03-2026,12:24:21,ANDROID,SUCCESSFUL,0,Weekend
TXN00331,CUST0136,RECV0126,836.93,15-02-2026,19:25:11,ANDROID,SUCCESSFUL,0,Weekend
TXN00332,CUST0074,RECV0056,961,19-05-2026,14:45:16,ANDROID,SUCCESSFUL,0,Weekday
TXN00333,CUST0037,RECV0115,622.38,27-05-2026,20:00:59,WEB,FAILED,1,Weekday
TXN00334,CUST0036,RECV0125,412.23,19-05-2026,03:36:34,IOS,SUCCESSFUL,0,Weekday
TXN00335,CUST0171,RECV0073,1544.06,24-06-2026,02:23:34,WEB,SUCCESSFUL,0,Weekday
TXN00336,CUST0042,RECV0075,3356.65,28-04-2026,17:02:24,ANDROID,SUCCESSFUL,0,Weekday
TXN00337,CUST0200,RECV0092,218.19,28-01-2026,14:47:12,WEB,SUCCESSFUL,0,Weekday
TXN00338,CUST0013,RECV0125,3689.92,01-06-2026,15:34:53,IOS,SUCCESSFUL,1,Weekday
TXN00339,CUST0019,RECV0118,916.79,28-03-2026,21:33:29,WEB,SUCCESSFUL,1,Weekend
TXN00340,CUST0077,RECV0087,1437.12,29-05-2026,00:30:58,WEB,SUCCESSFUL,1,Weekday
TXN00341,CUST0125,RECV0004,1206.31,29-06-2026,09:52:50,ANDROID,SUCCESSFUL,0,Weekday
TXN00342,CUST0088,RECV0087,2258.49,01-06-2026,07:04:51,WEB,SUCCESSFUL,1,Weekday
TXN00343,CUST0206,RECV0026,1933.64,25-03-2026,10:53:50,ANDROID,SUCCESSFUL,0,Weekday
TXN00344,CUST0089,RECV0034,1225.62,27-03-2026,05:44:23,IOS,SUCCESSFUL,0,Weekday
TXN00345,CUST0125,RECV0087,1629.59,29-05-2026,19:24:49,WEB,SUCCESSFUL,0,Weekday
TXN00346,CUST0042,RECV0087,2452.87,02-01-2026,09:26:44,WEB,SUCCESSFUL,0,Weekday
TXN00347,CUST0065,RECV0034,1518.55,22-02-2026,07:11:39,IOS,SUCCESSFUL,0,Weekend
TXN00348,CUST0093,RECV0023,1639.73,08-05-2026,11:26:00,IOS,SUCCESSFUL,0,Weekday
TXN00349,CUST0061,RECV0093,1546.1,16-05-2026,16:14:29,WEB,SUCCESSFUL,0,Weekend
TXN00350,CUST0107,RECV0087,906.9,12-03-2026,15:31:11,WEB,SUCCESSFUL,0,Weekday
TXN00351,CUST0028,RECV0054,790.98,15-06-2026,19:51:56,IOS,SUCCESSFUL,0,Weekday
TXN00352,CUST0054,RECV0046,4188.32,14-01-2026,15:32:07,ANDROID,SUCCESSFUL,0,Weekday
TXN00353,CUST0228,RECV0108,1733.65,01-06-2026,10:14:49,WEB,SUCCESSFUL,0,Weekday
TXN00354,CUST0051,RECV0052,554.33,02-03-2026,02:30:37,ANDROID,SUCCESSFUL,0,Weekday
TXN00355,CUST0075,RECV0117,1291.37,25-02-2026,04:29:46,IOS,SUCCESSFUL,0,Weekday
TXN00356,CUST0139,RECV0073,771.8,21-02-2026,08:08:07,ANDROID,SUCCESSFUL,0,Weekend
TXN00357,CUST0215,RECV0057,4934.2,13-02-2026,05:50:50,WEB,SUCCESSFUL,0,Weekday
TXN00358,CUST0088,RECV0059,63.61,28-05-2026,15:55:13,WEB,SUCCESSFUL,0,Weekday
TXN00359,CUST0143,RECV0064,509.58,04-01-2026,18:14:57,IOS,SUCCESSFUL,0,Weekend
TXN00360,CUST0003,RECV0011,868.45,17-04-2026,16:02:27,WEB,SUCCESSFUL,0,Weekday
TXN00361,CUST0051,RECV0022,1254.31,26-04-2026,22:46:26,ANDROID,SUCCESSFUL,0,Weekend
TXN00362,CUST0184,RECV0087,9861.3,17-03-2026,22:29:54,ANDROID,SUCCESSFUL,1,Weekday
TXN00363,CUST0013,RECV0036,215.59,27-04-2026,05:50:55,IOS,SUCCESSFUL,0,Weekday
TXN00364,CUST0001,RECV0118,3000.56,10-06-2026,09:27:48,ANDROID,SUCCESSFUL,0,Weekday
TXN00365,CUST0107,RECV0145,153.07,25-06-2026,16:58:43,ANDROID,SUCCESSFUL,0,Weekday
TXN00366,CUST0057,RECV0011,3374.87,09-04-2026,20:35:45,ANDROID,SUCCESSFUL,0,Weekday
TXN00367,CUST0105,RECV0062,145.43,05-02-2026,15:47:48,WEB,SUCCESSFUL,0,Weekday
TXN00368,CUST0108,RECV0034,83.14,27-02-2026,08:03:04,IOS,SUCCESSFUL,0,Weekday
TXN00369,CUST0249,RECV0032,2199.01,09-05-2026,21:52:34,WEB,SUCCESSFUL,0,Weekend
TXN00370,CUST0189,RECV0017,10666.7,22-06-2026,02:05:25,IOS,SUCCESSFUL,0,Weekday
TXN00371,CUST0040,RECV0087,4134.65,28-01-2026,04:55:13,IOS,SUCCESSFUL,0,Weekday
TXN00372,CUST0012,RECV0139,1594.43,17-03-2026,11:26:28,IOS,SUCCESSFUL,0,Weekday
TXN00373,CUST0150,RECV0148,4538.65,18-02-2026,20:21:26,WEB,SUCCESSFUL,0,Weekday
TXN00374,CUST0168,RECV0136,59.57,05-05-2026,14:19:36,IOS,SUCCESSFUL,0,Weekday
TXN00375,CUST0088,RECV0145,6694.83,08-03-2026,04:22:18,ANDROID,SUCCESSFUL,0,Weekend
TXN00376,CUST0083,RECV0141,1264.66,18-05-2026,21:50:09,WEB,SUCCESSFUL,0,Weekday
TXN00377,CUST0022,RECV0113,2360.05,23-03-2026,06:35:45,ANDROID,FAILED,0,Weekday
TXN00378,CUST0177,RECV0139,3145.27,07-02-2026,09:07:58,WEB,FAILED,0,Weekend
TXN00379,CUST0075,RECV0040,6940.7,28-04-2026,10:41:45,WEB,SUCCESSFUL,1,Weekday
TXN00380,CUST0076,RECV0114,1428.43,25-05-2026,23:30:57,ANDROID,FAILED,0,Weekday
TXN00381,CUST0060,RECV0012,1215.4,20-03-2026,11:05:20,IOS,SUCCESSFUL,0,Weekday
TXN00382,CUST0100,RECV0072,3332.77,30-05-2026,17:54:28,ANDROID,SUCCESSFUL,0,Weekend
TXN00383,CUST0202,RECV0131,463.12,19-02-2026,11:25:09,WEB,SUCCESSFUL,0,Weekday
TXN00384,CUST0190,RECV0073,6245.3,09-04-2026,14:55:35,IOS,SUCCESSFUL,0,Weekday
TXN00385,CUST0228,RECV0074,2284.1,17-04-2026,13:46:57,WEB,SUCCESSFUL,0,Weekday
TXN00386,CUST0045,RECV0088,450.55,06-02-2026,10:04:59,WEB,SUCCESSFUL,0,Weekday
TXN00387,CUST0046,RECV0070,2448.94,02-01-2026,14:45:36,WEB,SUCCESSFUL,0,Weekday
TXN00388,CUST0103,RECV0075,1408.43,17-02-2026,09:53:37,ANDROID,SUCCESSFUL,0,Weekday
TXN00389,CUST0238,RECV0073,2261.06,27-02-2026,20:53:40,IOS,SUCCESSFUL,0,Weekday
TXN00390,CUST0148,RECV0118,2678.12,17-04-2026,03:48:17,ANDROID,SUCCESSFUL,0,Weekday
TXN00391,CUST0186,RECV0112,214.41,29-05-2026,21:30:44,WEB,SUCCESSFUL,0,Weekday
TXN00392,CUST0009,RECV0073,3196.6,08-03-2026,04:22:10,WEB,SUCCESSFUL,1,Weekend
TXN00393,CUST0215,RECV0092,10185.87,12-06-2026,02:32:12,WEB,SUCCESSFUL,1,Weekday
TXN00394,CUST0049,RECV0140,745.89,03-06-2026,21:51:19,IOS,SUCCESSFUL,0,Weekday
TXN00395,CUST0186,RECV0091,1672.01,25-01-2026,04:33:18,ANDROID,SUCCESSFUL,0,Weekend
TXN00396,CUST0211,RECV0042,879.47,29-03-2026,16:14:53,ANDROID,SUCCESSFUL,0,Weekend
TXN00397,CUST0059,RECV0020,1140.13,17-04-2026,00:30:22,ANDROID,SUCCESSFUL,0,Weekday
TXN00398,CUST0072,RECV0134,1481.73,24-04-2026,05:45:19,IOS,FAILED,0,Weekday
TXN00399,CUST0114,RECV0037,1483.01,02-02-2026,04:13:08,IOS,SUCCESSFUL,0,Weekday
TXN00400,CUST0058,RECV0088,455.56,20-01-2026,06:06:02,ANDROID,SUCCESSFUL,0,Weekday
TXN00401,CUST0031,RECV0034,4473.45,01-05-2026,03:50:07,ANDROID,SUCCESSFUL,1,Weekday
TXN00402,CUST0103,RECV0008,215.55,17-02-2026,08:37:22,WEB,SUCCESSFUL,0,Weekday
TXN00403,CUST0124,RECV0026,319.02,10-05-2026,16:13:45,ANDROID,SUCCESSFUL,0,Weekend
TXN00404,CUST0088,RECV0118,105.83,18-05-2026,22:30:23,WEB,SUCCESSFUL,1,Weekday
TXN00405,CUST0226,RECV0047,273.35,22-06-2026,13:13:32,IOS,SUCCESSFUL,0,Weekday
TXN00406,CUST0161,RECV0134,1203.57,01-02-2026,22:18:35,IOS,SUCCESSFUL,0,Weekend
TXN00407,CUST0168,RECV0034,1726.99,07-05-2026,09:43:53,WEB,SUCCESSFUL,0,Weekday
TXN00408,CUST0209,RECV0110,2896.31,16-03-2026,15:43:23,ANDROID,SUCCESSFUL,0,Weekday
TXN00409,CUST0252,RECV0088,253.1,22-06-2026,02:07:09,WEB,SUCCESSFUL,0,Weekday
TXN00410,CUST0053,RECV0148,3473.57,13-02-2026,12:07:14,WEB,SUCCESSFUL,0,Weekday
TXN00411,CUST0256,RECV0149,2516.58,13-03-2026,12:22:30,WEB,SUCCESSFUL,0,Weekday
TXN00412,CUST0249,RECV0088,1991.81,11-05-2026,07:40:08,IOS,FAILED,1,Weekday
TXN00413,CUST0028,RECV0007,4913.85,18-01-2026,19:43:20,IOS,SUCCESSFUL,0,Weekend
TXN00414,CUST0050,RECV0134,8514.91,20-01-2026,06:18:42,IOS,SUCCESSFUL,0,Weekday
TXN00415,CUST0134,RECV0013,462.95,19-05-2026,13:56:58,ANDROID,SUCCESSFUL,0,Weekday
TXN00416,CUST0162,RECV0010,2373.51,07-04-2026,22:10:31,IOS,SUCCESSFUL,1,Weekday
TXN00417,CUST0200,RECV0146,4747.61,05-05-2026,17:43:34,WEB,SUCCESSFUL,0,Weekday
TXN00418,CUST0081,RECV0034,2351.63,10-05-2026,19:43:22,IOS,SUCCESSFUL,0,Weekend
TXN00419,CUST0165,RECV0073,309.74,16-01-2026,18:01:48,WEB,SUCCESSFUL,1,Weekday
TXN00420,CUST0195,RECV0092,2787.86,25-01-2026,21:15:15,ANDROID,SUCCESSFUL,0,Weekend
TXN00421,CUST0044,RECV0034,5919.42,26-06-2026,10:02:29,WEB,SUCCESSFUL,1,Weekday
TXN00422,CUST0216,RECV0088,2548.95,10-03-2026,12:36:24,IOS,SUCCESSFUL,0,Weekday
TXN00423,CUST0251,RECV0053,2942.83,26-01-2026,21:21:10,WEB,SUCCESSFUL,0,Weekday
TXN00424,CUST0224,RECV0020,3188.71,21-02-2026,06:18:16,WEB,FAILED,0,Weekend
TXN00425,CUST0206,RECV0024,421.33,27-02-2026,03:37:21,WEB,SUCCESSFUL,0,Weekday
TXN00426,CUST0244,RECV0087,533.81,20-04-2026,16:51:19,IOS,SUCCESSFUL,0,Weekday
TXN00427,CUST0161,RECV0065,1858.03,21-02-2026,21:48:35,IOS,SUCCESSFUL,0,Weekend
TXN00428,CUST0096,RECV0120,4342.12,28-05-2026,17:51:39,WEB,SUCCESSFUL,0,Weekday
TXN00429,CUST0031,RECV0088,1322.16,14-05-2026,09:54:27,WEB,SUCCESSFUL,1,Weekday
TXN00430,CUST0105,RECV0034,1647.46,16-04-2026,21:38:15,IOS,SUCCESSFUL,0,Weekday
TXN00431,CUST0077,RECV0034,2117.83,19-02-2026,13:27:41,WEB,SUCCESSFUL,0,Weekday
TXN00432,CUST0082,RECV0034,1132.5,11-03-2026,21:35:11,IOS,SUCCESSFUL,0,Weekday
TXN00433,CUST0249,RECV0087,2301.81,06-01-2026,02:57:26,IOS,SUCCESSFUL,0,Weekday
TXN00434,CUST0047,RECV0036,4188.68,12-04-2026,23:32:59,WEB,SUCCESSFUL,0,Weekend
TXN00435,CUST0129,RECV0061,1811.19,08-05-2026,10:53:37,IOS,SUCCESSFUL,0,Weekday
TXN00436,CUST0121,RECV0087,4977.11,19-04-2026,13:16:55,IOS,SUCCESSFUL,1,Weekend
TXN00437,CUST0192,RECV0082,1089.64,29-06-2026,21:15:17,IOS,SUCCESSFUL,0,Weekday
TXN00438,CUST0186,RECV0079,5496.39,02-05-2026,01:53:47,WEB,SUCCESSFUL,1,Weekend
TXN00439,CUST0123,RECV0080,840.32,06-03-2026,11:57:51,WEB,SUCCESSFUL,0,Weekday
TXN00440,CUST0122,RECV0101,944.11,24-04-2026,09:05:59,IOS,SUCCESSFUL,0,Weekday
TXN00441,CUST0153,RECV0042,1416.17,23-02-2026,10:56:51,WEB,SUCCESSFUL,0,Weekday
TXN00442,CUST0018,RECV0126,174.1,12-03-2026,10:45:27,IOS,SUCCESSFUL,0,Weekday
TXN00443,CUST0015,RECV0048,1458.94,14-01-2026,04:00:25,WEB,SUCCESSFUL,0,Weekday
TXN00444,CUST0161,RECV0141,1066.65,28-05-2026,20:48:08,WEB,SUCCESSFUL,0,Weekday
TXN00445,CUST0211,RECV0035,778.44,23-03-2026,18:52:20,WEB,SUCCESSFUL,0,Weekday
TXN00446,CUST0044,RECV0101,2410.46,17-04-2026,07:01:01,WEB,SUCCESSFUL,0,Weekday
TXN00447,CUST0118,RECV0051,2179.85,23-01-2026,01:25:39,ANDROID,SUCCESSFUL,0,Weekday
TXN00448,CUST0077,RECV0044,378.32,23-01-2026,00:45:33,ANDROID,SUCCESSFUL,0,Weekday
TXN00449,CUST0254,RECV0148,3846.03,31-01-2026,09:47:31,IOS,SUCCESSFUL,0,Weekend
TXN00450,CUST0106,RECV0034,1281.26,03-06-2026,13:11:26,ANDROID,SUCCESSFUL,0,Weekday
TXN00451,CUST0149,RECV0088,2484.88,09-03-2026,18:43:41,IOS,SUCCESSFUL,0,Weekday
TXN00452,CUST0241,RECV0102,1582.38,04-02-2026,12:45:27,WEB,SUCCESSFUL,0,Weekday
TXN00453,CUST0038,RECV0014,10978.95,25-01-2026,15:58:22,ANDROID,SUCCESSFUL,0,Weekend
TXN00454,CUST0024,RECV0012,2562.72,02-01-2026,21:23:08,IOS,SUCCESSFUL,0,Weekday
TXN00455,CUST0022,RECV0141,2259.53,29-05-2026,14:08:05,IOS,SUCCESSFUL,0,Weekday
TXN00456,CUST0222,RECV0145,4852.49,06-02-2026,23:23:59,IOS,SUCCESSFUL,1,Weekday
TXN00457,CUST0136,RECV0141,328.04,13-05-2026,04:35:54,IOS,SUCCESSFUL,0,Weekday
TXN00458,CUST0226,RECV0073,461.91,14-01-2026,15:16:10,ANDROID,SUCCESSFUL,0,Weekday
TXN00459,CUST0060,RECV0145,2303.58,07-05-2026,15:29:31,WEB,SUCCESSFUL,0,Weekday
TXN00460,CUST0076,RECV0148,1276.13,01-02-2026,05:47:32,ANDROID,SUCCESSFUL,0,Weekend
TXN00461,CUST0109,RECV0002,2579.02,30-05-2026,05:26:58,WEB,SUCCESSFUL,0,Weekend
TXN00462,CUST0049,RECV0026,245.49,26-03-2026,12:23:37,ANDROID,SUCCESSFUL,0,Weekday
TXN00463,CUST0166,RECV0088,1434.04,09-02-2026,15:29:40,WEB,SUCCESSFUL,0,Weekday
TXN00464,CUST0003,RECV0116,907.05,26-03-2026,23:58:51,WEB,SUCCESSFUL,0,Weekday
TXN00465,CUST0025,RECV0073,1149.16,14-06-2026,19:24:05,WEB,SUCCESSFUL,0,Weekend
TXN00466,CUST0123,RECV0148,1717.22,13-04-2026,09:41:48,IOS,SUCCESSFUL,0,Weekday
TXN00467,CUST0062,RECV0111,1305.92,18-03-2026,21:38:08,IOS,SUCCESSFUL,0,Weekday
TXN00468,CUST0189,RECV0088,1447.21,12-05-2026,08:36:38,IOS,SUCCESSFUL,0,Weekday
TXN00469,CUST0189,RECV0026,1249.21,07-06-2026,16:21:29,ANDROID,SUCCESSFUL,0,Weekend
TXN00470,CUST0080,RECV0135,2428.03,07-05-2026,15:19:09,ANDROID,SUCCESSFUL,1,Weekday
TXN00471,CUST0154,RECV0076,2710.21,05-03-2026,02:58:02,WEB,SUCCESSFUL,0,Weekday
TXN00472,CUST0218,RECV0026,72.1,16-04-2026,11:16:37,IOS,SUCCESSFUL,0,Weekday
TXN00473,CUST0009,RECV0119,1692.33,30-01-2026,12:02:05,ANDROID,SUCCESSFUL,0,Weekday
TXN00474,CUST0153,RECV0117,1550.44,22-03-2026,19:51:16,IOS,SUCCESSFUL,0,Weekend
TXN00475,CUST0109,RECV0012,2316.94,17-02-2026,03:27:34,WEB,FAILED,0,Weekday
TXN00476,CUST0060,RECV0088,1694.96,04-01-2026,21:47:38,IOS,SUCCESSFUL,0,Weekend
TXN00477,CUST0185,RECV0102,3205.94,26-06-2026,04:08:00,ANDROID,SUCCESSFUL,0,Weekday
TXN00478,CUST0076,RECV0030,1452.59,02-05-2026,14:31:30,WEB,FAILED,1,Weekend
TXN00479,CUST0125,RECV0125,779.5,21-02-2026,22:27:26,WEB,SUCCESSFUL,1,Weekend
TXN00480,CUST0149,RECV0125,1041.71,10-01-2026,19:59:43,WEB,SUCCESSFUL,0,Weekend
TXN00481,CUST0119,RECV0109,661.24,16-01-2026,02:17:57,WEB,SUCCESSFUL,0,Weekday
TXN00482,CUST0060,RECV0089,1767.89,07-05-2026,00:10:18,IOS,SUCCESSFUL,0,Weekday
TXN00483,CUST0177,RECV0148,4421.74,23-04-2026,10:58:38,WEB,SUCCESSFUL,0,Weekday
TXN00484,CUST0240,RECV0100,319.63,03-02-2026,20:47:23,WEB,SUCCESSFUL,0,Weekday
TXN00485,CUST0107,RECV0023,241.24,14-03-2026,05:12:10,ANDROID,SUCCESSFUL,0,Weekend
TXN00486,CUST0213,RECV0148,582.32,07-05-2026,11:56:16,ANDROID,SUCCESSFUL,0,Weekday
TXN00487,CUST0090,RECV0087,4114.15,09-05-2026,03:35:14,ANDROID,SUCCESSFUL,1,Weekend
